,Visitors Scaled,Area Scaled,cei_pct_area,RONI
384,0.010074221746133098,0.0011343467989348268,0.3858,0.5
530,0.7132411420863473,1.4307386092210617e-06,0.6038,-0.8
588,0.002179245135765865,0.00016676689229080697,0.1744,-0.8
900,0.05260698120734573,0.3008584617651346,0.491,0.9
453,0.1467918614895241,2.7727714246704177e-05,0.2158,2.3
2518,0.8170212711894246,8.35265200063256e-05,0.3778,2.2
1239,0.012086851821131653,2.220506321511088e-05,0.06480000000000001,0.1
700,0.04967470133615115,1.0,0.3654,2.5
710,0.03938903455102686,1.0,0.1042,0.7
2555,0.03325005000266802,0.004489242841539018,0.1524,-1.5
1458,0.008433480842716471,0.0003433772662130548,0.40700000000000003,-0.7
2424,0.021627106782104163,0.004298983221284801,0.12960000000000002,-0.5
1362,0.003205615689838986,0.011729195118394264,0.1804,-0.6
713,0.03770909010390028,0.07645529473365578,0.1666,0.2
2045,0.018753269230699424,0.006515626548550992,0.0018,-1.7
1835,0.057676761700170574,0.0010950014871812476,0.41600000000000004,0.5
1259,0.01413197001800096,2.220506321511088e-05,0.155,-0.1
2442,0.0033166923970171912,4.62128570778403e-06,0.12480000000000001,-0.3
1895,0.0666531027245374,0.0014529436724361727,0.13019999999999998,-0.8
1332,0.0029769283515309166,0.011729195118394264,0.12480000000000001,2.5
1338,0.003544290747999984,0.011729195118394264,0.1446,-1.7
2180,0.011749265750295933,5.7229544368842474e-05,0.1524,-1.5
2103,0.05971788694351386,0.4731293196412984,0.1244,-0.6
52,0.00581482932120153,0.004375012670978808,0.1528,-0.7
1431,0.008924977122191275,0.0003433772662130548,0.265,0.2
1714,0.018865071929427813,0.020119318163202324,0.0684,0.6
2623,0.02224274761666049,0.00035768465230526545,0.5376,-1.2
20,0.0018814071023027362,0.004375012670978808,0.17980000000000002,-0.8
1232,0.07613473386783251,0.008045186273510953,0.2394,-1.2
2301,0.004017637238720178,0.0004441728012326786,0.2812,2.5
852,0.06816988057076004,0.0019275053617287068,0.24420000000000003,-0.6
194,0.04913438212492645,0.048182511998996654,0.5376,-1.2
189,0.036023337724372224,0.048182511998996654,0.3322,2.2
1081,0.010343201615476397,0.008982305755164656,0.099,-1.6
1106,0.05011810067542624,0.000436861726939559,0.0236,1.6
322,0.1546449120878682,0.11995312499709382,0.1524,-1.5
1368,0.003730507580622269,0.011729195118394264,0.4546,0.6
634,0.007377163137198246,0.01720424547645878,0.1202,-0.6
264,0.22411014308204466,0.0002288323331588166,0.0,0.6
2029,0.009071808913216059,0.0005150658993195822,0.11,0.6
2369,0.006317941465479283,0.0015329219606916302,0.1444,0.6
2034,0.010607099543968409,0.0005150658993195822,0.41259999999999997,1.2
1969,0.022006074371300394,0.010925821081930546,0.1444,0.6
1261,0.012419355951116085,2.220506321511088e-05,0.2168,0.3
609,0.011575209276139234,0.01720424547645878,0.0864,0.7
1994,0.007063171791743516,0.0005150658993195822,0.2488,-0.5
2685,0.01650432890611586,0.0011616023694404878,0.207,-0.8
1448,0.006621042937681248,0.0003433772662130548,0.2758,0.6
2551,0.08873631369804487,0.004489242841539018,0.107,1.3
2486,0.11564682398661562,8.35265200063256e-05,0.0318,-0.5
579,0.001606982296333053,0.00016676689229080697,0.6265999999999999,-0.5
2149,0.021028163753202076,0.010307656158430495,0.35200000000000004,-0.5
882,0.07590005709923542,0.3008584617651346,0.207,-0.8
48,0.0019064538107840963,0.004375012670978808,0.1804,-0.6
2327,0.004371739617322594,0.0004441728012326786,0.1226,-0.9
2718,0.01780312778939566,0.0011616023694404878,0.4104,-1.1
1017,0.012603031813312725,0.0018295140743831563,0.0834,0.6
1628,0.004440345818815015,0.001123029656535888,0.1804,-0.2
711,0.03436063557656253,0.07645529473365578,0.0018,-1.7
953,0.014480445962089448,0.003614603714949998,0.4482,1.5
223,0.0036542784678529126,0.000341960834989926,0.1568,-0.9
1886,0.07387272569534563,0.0014529436724361727,0.35200000000000004,-0.5
538,0.0699458374003985,0.008805623844311947,0.207,-0.8
2223,0.017452292372769074,0.00042504382602739303,0.3508,-0.9
1203,0.06606141961113715,0.008045186273510953,0.2158,2.3
1555,0.016863694723457112,0.0010157814903886773,0.12960000000000002,-1.7
1577,0.016898905313641053,0.0010157814903886773,0.0872,-1.2
951,0.012468178882865982,0.003614603714949998,0.2638,-1.6
829,0.017099823475154572,0.0011448627277126015,0.332,1.2
703,0.03130893009536262,0.07645529473365578,0.37920000000000004,-0.8
