,cei_pct_area,RONI,Gross Area Acres,Desig_NatlPark,Region_Multiple,Region_Northeast,Region_Northern Rockies and Plains,Region_Northwest,Region_Ohio Valley,Region_South,Region_Southeast,Region_Southwest,Region_Upper Midwest,Region_West
13590,0.1782,-0.3,16062.92,0,False,False,False,False,False,False,True,False,False,False
8820,0.0292,-1.6,14062.19,0,False,False,False,True,False,False,False,False,False,False
5041,0.34740000000000004,-1.1,1316.97,0,False,False,False,False,True,False,False,False,False,False
15021,0.2738,0.9,153121.09,0,False,False,False,False,False,False,False,False,False,True
13576,0.1716,-1.2,18.07,0,False,False,False,False,False,False,True,False,False,False
6024,0.1226,-0.9,8585.11,0,False,False,False,False,False,False,True,False,False,False
12421,0.0546,-0.6,117574.59,1,False,False,False,True,False,False,False,False,False,False
8487,0.1286,0.7,25875.4,0,False,False,False,False,False,True,False,False,False,False
15781,0.13140000000000002,-0.6,10882.67,0,False,False,False,False,False,True,False,False,False,False
17140,0.332,1.2,42503.25,0,False,False,False,False,False,False,False,False,False,True
3433,0.13,-0.1,53437.64,0,False,False,False,True,False,False,False,False,False,False
12017,0.46020000000000005,-0.8,5.61,0,False,False,False,False,False,True,False,False,False,False
219,0.14300000000000002,-0.9,1370.97,0,False,False,False,False,False,True,False,False,False,False
5978,0.1592,-0.9,7.21,0,False,True,False,False,False,False,False,False,False,False
5622,0.133,-0.6,232.52,0,False,False,False,False,False,False,True,False,False,False
4114,0.065,2.5,0.52,0,False,True,False,False,False,False,False,False,False,False
396,0.25,0.7,16.68,0,False,False,False,False,True,False,False,False,False,False
27,0.2758,0.6,344.5,0,False,False,False,False,True,False,False,False,False,False
16651,0.21960000000000002,-0.6,3468.54,0,False,True,False,False,False,False,False,False,False,False
9784,0.32520000000000004,1.3,504780.94,1,False,False,False,True,False,False,False,False,False,False
10928,0.0748,-0.6,813.81,0,False,False,False,False,False,False,False,False,False,True
5867,0.445,2.2,8198.0,0,False,False,True,False,False,False,False,False,False,False
9426,0.252,-1.1,404062.63,1,False,False,False,False,False,False,False,False,False,True
15679,0.1162,0.6,709.49,0,False,False,False,False,True,False,False,False,False,False
8157,0.1226,-0.9,2040.0,0,False,False,False,False,False,False,True,False,False,False
14783,0.5770000000000001,-0.8,1071.42,0,False,False,False,False,False,False,False,True,False,False
16111,0.1352,-0.5,18.36,0,False,False,False,False,False,False,True,False,False,False
969,0.2144,2.3,798.54,0,False,False,False,False,False,False,False,True,False,False
14438,0.1298,-1.7,83.02,0,False,True,False,False,False,False,False,False,False,False
7730,0.0286,0.5,62.04,0,False,False,False,False,False,False,True,False,False,False
16931,0.195,-1.7,3200.61,0,False,False,False,False,False,False,False,True,False,False
17296,0.493,-0.9,138.53,0,False,False,False,True,False,False,False,False,False,False
1635,0.12240000000000001,0.6,35835.08,1,False,False,False,False,False,False,False,True,False,False
7236,0.5682,2.5,77180.0,1,False,False,False,False,False,False,False,False,False,True
8096,0.1168,0.3,848.06,0,False,True,False,False,False,False,False,False,False,False
5395,0.1168,0.3,5623.1,0,False,False,False,False,False,False,True,False,False,False
16036,0.0318,-0.5,21.25,0,False,True,False,False,False,False,False,False,False,False
11603,0.4266,-1.2,553.55,0,False,False,False,False,False,False,False,False,False,True
2446,0.0602,0.7,1.0,0,False,True,False,False,False,False,False,False,False,False
11269,0.4722,2.2,1549966.76,0,False,False,False,False,False,False,False,False,False,True
8458,0.069,0.6,7.82,0,False,False,False,False,True,False,False,False,False,False
3633,0.1642,0.3,32607.2,1,False,False,False,False,True,False,False,False,False,False
11298,0.0286,0.5,1646.87,0,False,False,False,False,False,False,True,False,False,False
2488,0.1328,-0.5,5890.92,0,False,False,False,False,False,False,True,False,False,False
15637,0.547,-1.2,58.38,0,False,True,False,False,False,False,False,False,False,False
623,0.2394,-1.2,1774.6,0,False,False,False,False,False,False,True,False,False,False
14628,0.064,1.3,6.13,0,False,True,False,False,False,False,False,False,False,False
14707,0.06480000000000001,0.1,9.02,0,False,True,False,False,False,False,False,False,False,False
14329,0.22899999999999998,0.1,61939.15,1,False,False,False,True,False,False,False,False,False,False
13415,0.2186,0.7,4620.06,0,False,False,False,False,False,False,True,False,False,False
1046,0.3212,-0.9,801162.34,1,False,False,False,False,False,True,False,False,False,False
5603,0.0946,0.1,232.52,0,False,False,False,False,False,False,True,False,False,False
8750,0.41600000000000004,0.5,310044.36,1,False,False,True,False,False,False,False,False,False,False
15565,0.0922,1.3,3.23,0,False,False,False,False,True,False,False,False,False,False
5304,0.2868,0.6,902.8,0,False,True,False,False,False,False,False,False,False,False
15438,0.002732,-0.9,9319.16,0,True,False,False,False,False,False,False,False,False,False
14817,0.18960000000000002,-0.8,990.28,0,False,False,False,False,False,True,False,False,False,False
4471,0.1226,-0.9,1400539.3,1,False,False,False,False,False,False,True,False,False,False
7384,0.0286,0.5,522426.88,1,False,False,False,False,False,False,True,False,False,False
5697,0.14279999999999998,-0.5,440.14,0,False,False,True,False,False,False,False,False,False,False
5114,0.316,-1.5,873.11,0,False,False,True,False,False,False,False,False,False,False
6603,0.35200000000000004,-0.5,533.13,0,False,False,False,False,False,False,False,True,False,False
11579,0.4722,2.2,553.55,0,False,False,False,False,False,False,False,False,False,True
15039,0.7173999999999999,-1.2,153121.09,0,False,False,False,False,False,False,False,False,False,True
16151,0.2394,-1.2,328.25,0,False,False,False,False,False,False,True,False,False,False
5418,0.3034,0.0,515.73,0,False,False,False,False,False,False,True,False,False,False
4988,0.3886,-1.4,523.0,0,False,False,False,False,False,True,False,False,False,False
12562,0.40700000000000003,-0.7,5489.85,0,False,False,False,False,True,False,False,False,False,False
13322,0.198,1.6,40.0,0,False,False,False,False,False,False,False,True,False,False
14469,0.4376,0.1,83.02,0,False,True,False,False,False,False,False,False,False,False
6339,0.1162,0.6,26.17,0,False,False,False,False,True,False,False,False,False,False
1074,0.15380000000000002,0.3,146110.69,0,False,False,False,False,False,False,True,False,False,False
3430,0.0132,-1.7,698939.69,0,False,False,False,True,False,False,False,False,False,False
16913,0.15839999999999999,0.1,3200.61,0,False,False,False,False,False,False,False,True,False,False
10049,0.33899999999999997,1.2,117574.59,1,False,False,False,True,False,False,False,False,False,False
16049,0.059000000000000004,-0.2,21.25,0,False,True,False,False,False,False,False,False,False,False
564,0.2638,-1.6,69377.43,0,False,False,False,False,False,False,False,False,True,False
713,0.27,0.6,757.51,0,False,False,False,False,False,True,False,False,False,False
8671,0.193,1.3,23777.22,1,False,False,True,False,False,False,False,False,False,False
15270,0.16879999999999998,-0.1,461901.37,1,False,False,False,False,False,False,False,False,False,True
17819,0.4722,2.2,761747.5,1,False,False,False,False,False,False,False,False,False,True
13364,0.1604,2.5,297.08,0,False,False,False,False,False,False,False,False,True,False
13726,0.15839999999999999,0.1,160.0,0,False,False,False,False,False,False,False,True,False,False
979,0.265,-0.1,798.54,0,False,False,False,False,False,False,False,True,False,False
5979,0.33880000000000005,1.5,7.21,0,False,True,False,False,False,False,False,False,False,False
12576,0.11359999999999999,-0.8,3444.32,0,False,False,False,False,False,False,True,False,False,False
1728,0.18960000000000002,-0.8,94301.32,0,False,False,False,False,False,True,False,False,False,False
2945,0.2242,-1.2,9898.63,0,False,False,False,False,False,True,False,False,False,False
11853,0.5256000000000001,-1.1,360.0,0,False,False,False,False,False,False,False,True,False,False
2069,0.36060000000000003,-0.8,30350.65,0,False,False,False,False,False,False,True,False,False,False
12309,0.1902,-0.6,504780.94,1,False,False,False,True,False,False,False,False,False,False
12064,0.1474,-0.9,29088.57,0,False,False,True,False,False,False,False,False,False,False
15519,0.051399999999999994,1.3,71318.57,0,False,False,False,False,False,False,False,False,True,False
7964,0.1158,-1.7,838.43,0,False,True,False,False,False,False,False,False,False,False
13748,0.1444,0.6,160.0,0,False,False,False,False,False,False,False,True,False,False
1803,0.6265999999999999,-0.5,159.94,0,False,False,False,False,False,False,False,False,False,True
12914,0.4218,2.2,4440.82,0,False,False,False,False,False,True,False,False,False,False
3439,0.07780000000000001,0.6,53437.64,0,False,False,False,True,False,False,False,False,False,False
13018,0.2332,0.6,17.61,0,False,False,False,False,False,False,True,False,False,False
10910,0.4192,-0.7,5086.87,0,False,False,False,False,False,False,True,False,False,False
874,0.11939999999999999,-0.2,242742.9,1,False,False,True,False,False,False,False,False,False,False
15172,0.445,2.2,3004.73,0,False,False,True,False,False,False,False,False,False,False
15759,0.0706,-0.9,3137.71,0,False,False,False,False,False,False,False,True,False,False
12441,0.7186,0.5,504780.94,1,False,False,False,True,False,False,False,False,False,False
10333,0.1202,-0.5,46692.42,0,False,False,False,False,False,False,False,False,False,True
9461,0.1328,-0.5,3945.29,0,False,False,False,False,False,False,True,False,False,False
691,0.1998,-0.2,757.51,0,False,False,False,False,False,True,False,False,False,False
14374,0.42840000000000006,-1.1,61939.15,1,False,False,False,True,False,False,False,False,False,False
12232,0.3826,2.3,117574.59,1,False,False,False,True,False,False,False,False,False,False
578,0.0872,-1.2,69377.43,0,False,False,False,False,False,False,False,False,True,False
1843,0.1168,0.3,57661.69,0,False,False,False,False,False,False,True,False,False,False
1277,0.0674,2.3,120296.2,0,False,False,True,False,False,False,False,False,False,False
2499,0.12619999999999998,1.3,5890.92,0,False,False,False,False,False,False,True,False,False,False
3504,0.00224,0.9,24546.83,0,True,False,False,False,False,False,False,False,False,False
5157,0.14300000000000002,-0.9,718.39,0,False,False,False,False,False,True,False,False,False,False
8595,0.3456,-0.6,78.35,0,False,False,False,False,False,False,True,False,False,False
1452,0.11720000000000001,-0.2,4309.51,0,False,False,False,False,True,False,False,False,False,False
5559,0.0318,-0.5,15.52,0,False,True,False,False,False,False,False,False,False,False
4865,0.2336,0.9,138.39,0,False,False,False,False,False,False,True,False,False,False
7201,0.11699999999999999,0.3,1618.43,0,False,False,True,False,False,False,False,False,False,False
12130,0.254,0.0,117574.59,1,False,False,False,True,False,False,False,False,False,False
15859,0.3194,0.2,0.11,0,False,True,False,False,False,False,False,False,False,False
9797,0.493,-0.9,117574.59,1,False,False,False,True,False,False,False,False,False,False
3089,0.12619999999999998,1.3,8.59,0,False,False,False,False,False,False,True,False,False,False
272,0.3132,0.9,1284.27,0,False,True,False,False,False,False,False,False,False,False
5440,0.2336,0.9,515.73,0,False,False,False,False,False,False,True,False,False,False
10959,0.2868,0.6,643.07,0,False,True,False,False,False,False,False,False,False,False
14773,0.265,-0.1,1071.42,0,False,False,False,False,False,False,False,True,False,False
5228,0.2394,-1.2,300.11,0,False,False,False,False,False,False,True,False,False,False
17372,0.1162,0.6,2446.75,0,False,False,False,False,True,False,False,False,False,False
107,0.064,1.3,23.82,0,False,True,False,False,False,False,False,False,False,False
3680,0.48,-0.8,110.53,0,False,False,False,False,True,False,False,False,False,False
17193,0.0492,0.6,18.07,0,False,False,False,False,False,False,True,False,False,False
14995,0.40659999999999996,0.1,12583.34,0,False,False,False,False,False,False,False,True,False,False
3332,0.327,0.5,841.56,0,False,False,False,False,False,False,True,False,False,False
15231,0.1998,2.3,404062.63,1,False,False,False,False,False,False,False,False,False,True
2936,0.1602,-0.6,9898.63,0,False,False,False,False,False,True,False,False,False,False
11691,0.2336,0.9,155.84,0,False,False,False,False,False,False,True,False,False,False
13597,0.0286,0.5,16062.92,0,False,False,False,False,False,False,True,False,False,False
6855,0.2144,2.3,2735.28,0,False,False,False,False,False,False,False,True,False,False
3429,0.0132,-1.7,53437.64,0,False,False,False,True,False,False,False,False,False,False
15952,0.2332,0.6,88.5,0,False,False,False,False,False,False,True,False,False,False
9626,0.445,2.2,1751.0,0,False,False,True,False,False,False,False,False,False,False
3409,0.1666,0.2,53437.64,0,False,False,False,True,False,False,False,False,False,False
5817,0.3148,-0.8,345.05,0,False,False,False,False,False,False,True,False,False,False
662,0.35200000000000004,-0.5,76678.98,1,False,False,False,False,False,False,False,True,False,False
12665,0.3642,0.1,4554.03,0,False,False,False,True,False,False,False,False,False,False
5084,0.327,0.5,305.34,0,False,False,False,False,False,False,True,False,False,False
14796,0.5256000000000001,-1.1,1071.42,0,False,False,False,False,False,False,False,True,False,False
13996,0.5770000000000001,-0.8,265917.74,1,False,False,False,False,False,False,False,True,False,False
10812,0.2632,-1.4,1.29,0,False,False,False,False,False,False,True,False,False,False
7123,0.2696,1.5,310044.36,1,False,False,True,False,False,False,False,False,False,False
5204,0.0676,-0.2,300.11,0,False,False,False,False,False,False,True,False,False,False
10276,0.0654,0.6,100390.31,0,False,False,False,True,False,False,False,False,False,False
2715,0.6437999999999999,0.5,249561.0,1,False,False,False,False,False,False,False,False,False,True
16031,0.3396,-1.1,70446.89,1,False,False,True,False,False,False,False,False,False,False
14320,0.0654,0.6,61939.15,1,False,False,False,True,False,False,False,False,False,False
6821,0.1116,0.3,82347.82,0,False,False,False,False,False,False,False,False,False,True
6807,0.008199999999999999,0.7,82347.82,0,False,False,False,False,False,False,False,False,False,True
15299,0.005600000000000001,-0.9,404062.63,1,False,False,False,False,False,False,False,False,False,True
17690,0.4142,0.6,428.44,0,False,False,False,False,False,False,True,False,False,False
498,0.2186,0.7,3287.63,0,False,False,False,False,False,False,True,False,False,False
13040,0.3456,-0.6,17.61,0,False,False,False,False,False,False,True,False,False,False
11410,0.3456,-0.6,87.75,0,False,False,False,False,False,False,True,False,False,False
13232,0.20679999999999998,-1.7,73235.97,0,False,False,False,False,False,False,False,False,True,False
669,0.5376,-1.2,76678.98,1,False,False,False,False,False,False,False,True,False,False
6436,0.2024,-0.8,240.0,0,False,False,False,False,True,False,False,False,False,False
3058,0.1528,1.5,14512.27,0,False,False,False,True,False,False,False,False,False,False
2992,0.13019999999999998,-0.8,12024.73,0,False,False,False,False,False,False,False,True,False,False
12407,0.256,-0.8,61939.15,1,False,False,False,True,False,False,False,False,False,False
4538,0.1074,-0.5,0.45,0,False,True,False,False,False,False,False,False,False,False
16396,0.1378,0.2,360.32,0,False,False,False,False,False,False,False,True,False,False
10173,0.001546,-1.6,1495855.53,0,True,False,False,False,False,False,False,False,False,False
15840,0.3778,2.2,0.02,0,False,True,False,False,False,False,False,False,False,False
1431,0.0894,-1.6,102397.89,0,False,False,False,False,False,False,True,False,False,False
3330,0.3456,-0.6,841.56,0,False,False,False,False,False,False,True,False,False,False
5384,0.0286,0.5,5623.1,0,False,False,False,False,False,False,True,False,False,False
8010,0.08439999999999999,-1.7,210.45,0,False,False,True,False,False,False,False,False,False,False
8197,0.0848,0.9,5554.15,1,False,False,False,False,False,True,False,False,False,False
6711,0.14279999999999998,-0.5,1013126.39,1,False,False,True,False,False,False,False,False,False,False
11440,0.059000000000000004,-0.2,1710.72,0,False,True,False,False,False,False,False,False,False,False
17321,0.45380000000000004,-1.2,138.53,0,False,False,False,True,False,False,False,False,False,False
7899,0.12119999999999999,0.0,186.8,0,False,False,False,False,False,False,False,False,True,False
10721,0.637,-0.9,138.72,0,False,True,False,False,False,False,False,False,False,False
16321,0.1716,-1.2,46263.07,0,False,False,False,False,False,False,True,False,False,False
7536,0.4142,0.6,254.9,0,False,False,False,False,False,False,True,False,False,False
3792,0.0622,-0.3,68708.88,0,False,True,False,False,False,False,False,False,False,False
1921,0.1202,-0.6,83840.0,0,False,False,False,False,False,False,False,True,False,False
10926,0.0045899999999999995,1.2,113.61,0,True,False,False,False,False,False,False,False,False,False
554,0.5064,2.2,69377.43,0,False,False,False,False,False,False,False,False,True,False
15016,0.4722,2.2,153121.09,0,False,False,False,False,False,False,False,False,False,True
5996,0.3034,0.0,8585.11,0,False,False,False,False,False,False,True,False,False,False
7429,0.2158,2.3,1175.98,0,False,False,False,False,False,False,True,False,False,False
13867,0.2228,-1.7,13123.39,0,False,False,False,False,False,True,False,False,False,False
13570,0.43560000000000004,0.6,18.07,0,False,False,False,False,False,False,True,False,False,False
3184,0.1524,-1.5,20536.39,0,False,False,False,False,False,False,False,True,False,False
13109,0.2332,0.6,9598.67,0,False,False,False,False,False,False,True,False,False,False
11038,0.1192,-0.8,284.93,0,False,True,False,False,False,False,False,False,False,False
307,0.2052,0.6,62945.15,0,False,False,False,False,False,True,False,False,False,False
8743,0.1804,-0.6,23777.22,1,False,False,True,False,False,False,False,False,False,False
16199,0.13019999999999998,-0.8,250.0,0,False,False,False,False,False,False,False,True,False,False
736,0.1568,-0.9,17.12,0,False,False,False,False,False,False,True,False,False,False
10668,0.059000000000000004,-0.2,1.98,0,False,True,False,False,False,False,False,False,False,False
4300,0.107,1.3,1278.72,0,False,False,False,False,False,False,False,True,False,False
11940,0.41600000000000004,0.6,72390.91,1,False,False,False,False,True,False,False,False,False,False
13314,0.501,-1.1,26685.73,1,False,False,False,False,False,False,False,False,False,True
3779,0.15539999999999998,0.6,3408374.95,1,False,False,False,False,False,False,False,False,False,True
11310,0.0492,0.6,1646.87,0,False,False,False,False,False,False,True,False,False,False
10249,0.3826,2.3,100390.31,0,False,False,False,True,False,False,False,False,False,False
8161,0.3456,-0.6,2040.0,0,False,False,False,False,False,False,True,False,False,False
14636,0.3132,0.9,6.13,0,False,True,False,False,False,False,False,False,False,False
41,0.33840000000000003,-1.2,344.5,0,False,False,False,False,True,False,False,False,False,False
4666,0.1866,-1.4,6278.09,0,False,False,False,False,False,False,False,True,False,False
1626,0.3332,-0.7,3.15,0,False,False,False,False,False,True,False,False,False,False
1341,0.16519999999999999,1.5,172971.11,1,False,False,False,False,False,False,True,False,False,False
6374,0.29100000000000004,0.5,26.17,0,False,False,False,False,True,False,False,False,False,False
17566,0.327,0.5,8.25,0,False,False,False,False,False,False,True,False,False,False
15181,0.3396,-1.1,3004.73,0,False,False,True,False,False,False,False,False,False,False
7139,0.12960000000000002,-0.5,310044.36,1,False,False,True,False,False,False,False,False,False,False
1782,0.0814,0.5,159.94,0,False,False,False,False,False,False,False,False,False,True
9988,0.13720000000000002,-1.1,504780.94,1,False,False,False,True,False,False,False,False,False,False
8340,0.10679999999999999,0.6,44.87,0,False,True,False,False,False,False,False,False,False,False
7691,0.1158,-1.7,1.75,0,False,True,False,False,False,False,False,False,False,False
12062,0.3518,0.6,29088.57,0,False,False,True,False,False,False,False,False,False,False
7242,0.0154,-1.7,77180.0,1,False,False,False,False,False,False,False,False,False,True
15038,0.42200000000000004,0.1,153121.09,0,False,False,False,False,False,False,False,False,False,True
15055,0.2724,0.6,3607.59,0,False,True,False,False,False,False,False,False,False,False
16006,0.08439999999999999,-1.7,70446.89,1,False,False,True,False,False,False,False,False,False,False
5432,0.12619999999999998,1.3,515.73,0,False,False,False,False,False,False,True,False,False,False
10730,0.18,0.5,138.72,0,False,True,False,False,False,False,False,False,False,False
348,0.1782,-0.3,515.61,0,False,False,False,False,False,False,True,False,False,False
7007,0.29960000000000003,0.0,310044.36,1,False,False,True,False,False,False,False,False,False,False
7583,0.001546,-1.6,138306.64,0,True,False,False,False,False,False,False,False,False,False
12282,0.4412,2.2,504780.94,1,False,False,False,True,False,False,False,False,False,False
13503,0.6437999999999999,0.5,5.0,0,False,False,False,False,False,False,False,False,False,True
8480,0.1084,0.0,25875.4,0,False,False,False,False,False,True,False,False,False,False
9964,0.7186,0.5,504780.94,1,False,False,False,True,False,False,False,False,False,False
15376,0.3998,0.2,200454.01,1,False,False,False,False,False,False,True,False,False,False
9008,0.37799999999999995,-0.8,795155.85,1,False,False,False,False,False,False,False,False,False,True
15253,0.295,-0.2,404062.63,1,False,False,False,False,False,False,False,False,False,True
13765,0.132,-1.2,160.0,0,False,False,False,False,False,False,False,True,False,False
9226,0.2186,0.7,2935.1,0,False,False,False,False,False,False,True,False,False,False
1836,0.0676,-0.2,57661.69,0,False,False,False,False,False,False,True,False,False,False
10581,0.128,-0.1,765.34,0,False,False,True,False,False,False,False,False,False,False
3827,0.2064,-1.2,68708.88,0,False,True,False,False,False,False,False,False,False,False
16554,0.1582,-1.7,9.6,0,False,False,False,False,True,False,False,False,False,False
8261,0.5376,-1.2,784.93,0,False,False,False,False,False,False,False,True,False,False
11398,0.133,-0.6,87.75,0,False,False,False,False,False,False,True,False,False,False
2042,0.1568,-0.9,30350.65,0,False,False,False,False,False,False,True,False,False,False
9604,0.11699999999999999,0.3,1751.0,0,False,False,True,False,False,False,False,False,False,False
10282,0.42840000000000006,-1.1,100390.31,0,False,False,False,True,False,False,False,False,False,False
10492,0.069,0.6,12.24,0,False,False,False,False,True,False,False,False,False,False
7263,0.17579999999999998,1.5,77180.0,1,False,False,False,False,False,False,False,False,False,True
332,0.4218,2.2,62945.15,0,False,False,False,False,False,True,False,False,False,False
12161,0.46740000000000004,-0.5,61939.15,1,False,False,False,True,False,False,False,False,False,False
9813,0.4412,2.2,61939.15,1,False,False,False,True,False,False,False,False,False,False
13407,0.0336,0.6,4620.06,0,False,False,False,False,False,False,True,False,False,False
6593,0.057999999999999996,0.3,533.13,0,False,False,False,False,False,False,False,True,False,False
8409,0.11699999999999999,-0.5,571790.3,1,False,False,False,False,False,False,False,False,True,False
3244,0.43560000000000004,0.6,26692.6,1,False,False,False,False,False,False,True,False,False,False
2119,0.19,-1.7,28243.36,0,False,False,False,False,False,False,True,False,False,False
3441,0.21960000000000002,-0.9,53437.64,0,False,False,False,True,False,False,False,False,False,False
3475,0.15,-0.8,53437.64,0,False,False,False,True,False,False,False,False,False,False
15037,0.15539999999999998,0.6,153121.09,0,False,False,False,False,False,False,False,False,False,True
4092,0.2632,-1.4,64701.22,1,False,False,False,False,False,False,True,False,False,False
15529,0.1494,0.6,71318.57,0,False,False,False,False,False,False,False,False,True,False
13919,0.3034,0.0,1754.7,0,False,False,False,False,False,False,True,False,False,False
6989,0.5226,-0.8,709.97,0,False,False,False,False,False,False,False,False,True,False
4127,0.31079999999999997,-0.9,0.52,0,False,True,False,False,False,False,False,False,False,False
1970,0.3322,2.2,337597.83,1,False,False,False,False,False,False,False,True,False,False
6592,0.491,0.9,533.13,0,False,False,False,False,False,False,False,True,False,False
6532,0.1298,-1.7,6037.14,0,False,True,False,False,False,False,False,False,False,False
7129,0.1832,-1.4,310044.36,1,False,False,True,False,False,False,False,False,False,False
4141,0.33880000000000005,1.5,0.52,0,False,True,False,False,False,False,False,False,False,False
2841,0.002108,1.5,19630.99,0,True,False,False,False,False,False,False,False,False,False
844,0.1202,-0.6,318.4,0,False,False,False,False,False,False,False,True,False,False
11099,0.46740000000000004,-1.1,0.07,0,False,False,False,False,False,False,True,False,False,False
15279,0.1116,0.3,404062.63,1,False,False,False,False,False,False,False,False,False,True
4913,0.327,0.5,138.39,0,False,False,False,False,False,False,True,False,False,False
16359,0.1444,0.6,1120.0,0,False,False,False,False,False,False,False,True,False,False
3148,0.1226,-0.9,8675.04,0,False,False,False,False,False,False,True,False,False,False
7141,0.12960000000000002,-0.5,310044.36,1,False,False,True,False,False,False,False,False,False,False
3549,0.1782,-0.1,36346.83,0,False,False,False,False,False,False,True,False,False,False
10328,0.501,-1.1,106589.02,1,False,False,False,False,False,False,False,False,False,True
14491,0.1882,-0.9,92799.73,1,False,False,False,False,False,False,False,True,False,False
5408,0.4192,-0.7,5623.1,0,False,False,False,False,False,False,True,False,False,False
8723,0.109,-1.6,23777.22,1,False,False,True,False,False,False,False,False,False,False
10521,0.2186,0.7,7.29,0,False,False,False,False,False,False,True,False,False,False
6200,0.2554,-1.4,192.83,1,False,False,False,False,True,False,False,False,False,False
15539,0.2528,0.5,71318.57,0,False,False,False,False,False,False,False,False,True,False
12371,0.0292,-1.6,61939.15,1,False,False,False,True,False,False,False,False,False,False
3625,0.12480000000000001,-0.3,32607.2,1,False,False,False,False,True,False,False,False,False,False
10807,0.20559999999999998,-0.9,1.29,0,False,False,False,False,False,False,True,False,False,False
10362,0.3486,-0.6,46692.42,0,False,False,False,False,False,False,False,False,False,True
8993,0.295,-0.2,795155.85,1,False,False,False,False,False,False,False,False,False,True
13461,0.008199999999999999,0.7,71026.38,0,False,False,False,False,False,False,False,False,False,True
13324,0.2018,-1.7,40.0,0,False,False,False,False,False,False,False,True,False,False
600,0.4384,2.2,1774.6,0,False,False,False,False,False,False,True,False,False,False
80,0.1074,-0.5,49076.65,1,False,True,False,False,False,False,False,False,False,False
6455,0.20440000000000003,0.3,240.0,0,False,False,False,False,True,False,False,False,False,False
6779,0.0706,-0.9,1254116.62,0,False,False,False,False,False,False,False,True,False,False
2896,0.002884,0.6,9523.48,0,True,False,False,False,False,False,False,False,False,False
11369,0.4104,-1.1,1015.52,0,False,False,False,False,False,False,False,True,False,False
5497,0.151,-0.5,20.08,0,False,False,False,False,False,True,False,False,False,False
6509,0.004725999999999999,-0.8,6719.21,0,True,False,False,False,False,False,False,False,False,False
4722,0.2394,-1.2,0.3,0,False,False,False,False,False,False,True,False,False,False
363,0.133,-0.6,515.61,0,False,False,False,False,False,False,True,False,False,False
16434,0.20559999999999998,-0.9,89.68,0,False,False,False,False,False,False,True,False,False,False
11033,0.36060000000000003,-0.8,39.17,0,False,False,False,False,False,False,True,False,False,False
9434,0.42200000000000004,0.1,404062.63,1,False,False,False,False,False,False,False,False,False,True
10305,0.16879999999999998,-0.1,106589.02,1,False,False,False,False,False,False,False,False,False,True
13,0.32299999999999995,0.5,344.5,0,False,False,False,False,True,False,False,False,False,False
17430,0.0674,2.3,33970.84,1,False,False,True,False,False,False,False,False,False,False
4518,0.1168,0.3,0.45,0,False,True,False,False,False,False,False,False,False,False
13959,0.2394,-1.2,1754.7,0,False,False,False,False,False,False,True,False,False,False
11545,0.2696,1.5,1278.45,0,False,False,True,False,False,False,False,False,False,False
7197,0.187,0.2,1618.43,0,False,False,True,False,False,False,False,False,False,False
1729,0.1454,-0.3,94301.32,0,False,False,False,False,False,True,False,False,False,False
2383,0.45439999999999997,-0.7,472.5,0,False,False,False,False,False,False,False,True,False,False
817,0.2116,-0.3,318.4,0,False,False,False,False,False,False,False,True,False,False
14471,0.2064,-1.2,83.02,0,False,True,False,False,False,False,False,False,False,False
16904,0.27,0.6,107.23,0,False,False,False,False,False,True,False,False,False,False
4475,0.2632,-1.4,1400539.3,1,False,False,False,False,False,False,True,False,False,False
5062,0.0286,0.5,305.34,0,False,False,False,False,False,False,True,False,False,False
3306,0.19,-1.7,841.56,0,False,False,False,False,False,False,True,False,False,False
10799,0.4384,2.2,1.29,0,False,False,False,False,False,False,True,False,False,False
3478,0.33899999999999997,1.2,698939.69,0,False,False,False,True,False,False,False,False,False,False
1043,0.0848,0.9,801162.34,1,False,False,False,False,False,True,False,False,False,False
4836,0.12619999999999998,1.3,46263.07,0,False,False,False,False,False,False,True,False,False,False
5889,0.16519999999999999,1.5,8.14,0,False,False,False,False,False,False,True,False,False,False
16644,0.1168,0.3,3468.54,0,False,True,False,False,False,False,False,False,False,False
13375,0.1348,0.3,297.08,0,False,False,False,False,False,False,False,False,True,False
14053,0.6038,-0.8,4.56,0,False,True,False,False,False,False,False,False,False,False
4368,0.6038,-0.8,180.5,0,False,True,False,False,False,False,False,False,False,False
2037,0.2332,0.6,30350.65,0,False,False,False,False,False,False,True,False,False,False
6453,0.1402,-0.1,240.0,0,False,False,False,False,True,False,False,False,False,False
3824,0.3968,0.6,68708.88,0,False,True,False,False,False,False,False,False,False,False
3689,0.33840000000000003,-1.2,110.53,0,False,False,False,False,True,False,False,False,False,False
3325,0.0894,-1.6,841.56,0,False,False,False,False,False,False,True,False,False,False
407,0.2662,-1.5,16.68,0,False,False,False,False,True,False,False,False,False,False
2845,0.0025739999999999995,-0.5,19630.99,0,True,False,False,False,False,False,False,False,False,False
6064,0.10679999999999999,0.6,674.56,0,False,True,False,False,False,False,False,False,False,False
2902,0.003166,-1.1,9523.48,0,True,False,False,False,False,False,False,False,False,False
8908,0.1116,0.3,388.5,0,False,False,False,False,False,False,False,False,False,True
14140,0.1164,-1.5,61939.15,1,False,False,False,True,False,False,False,False,False,False
16429,0.13019999999999998,-0.8,360.32,0,False,False,False,False,False,False,False,True,False,False
